X Y TOP_RDG BOTTOM_RDG VRT_GRAD TIME DATE LINE MARK
78 102 29672 29684.4 20.328 08:34:19.00 12/09/22 16 164
78 101 29661.3 29680.4 31.311 08:34:08.00 12/09/22 16 162
78 100 29692.2 29689.1 -5.082 08:33:54.00 12/09/22 16 160
77 109 29709.9 29712.3 3.934 08:32:21.00 12/09/22 15 158
77 108 29703.9 29707.8 6.393 08:32:11.00 12/09/22 15 156
77 107 29700.8 29704.1 5.41 08:31:58.00 12/09/22 15 154
77 106 29695.7 29701.2 9.016 08:31:47.00 12/09/22 15 152
77 105 29694.7 29698.2 5.738 08:31:35.00 12/09/22 15 150
77 104 29690.1 29695.1 8.197 08:31:25.00 12/09/22 15 148
77 103 29676.1 29687.8 19.18 08:31:14.00 12/09/22 15 146
77 102 29665.6 29681.7 26.393 08:31:04.00 12/09/22 15 144
77 101 29663.2 29682 30.82 08:30:53.00 12/09/22 15 142
77 100 29674.3 29694.9 33.77 08:30:43.00 12/09/22 15 140
76 109 29697.6 29710 20.328 08:30:19.00 12/09/22 14 138
76 108 29708.7 29707.8 -1.475 08:30:09.00 12/09/22 14 136
76 107 29702 29703.9 3.115 08:29:58.00 12/09/22 14 134
76 106 29695.6 29701.2 9.18 08:29:48.00 12/09/22 14 132
76 105 29691.4 29697.5 10 08:29:36.00 12/09/22 14 130
76 104 29687.8 29693.5 9.344 08:29:25.00 12/09/22 14 128
76 103 29678.5 29687.2 14.262 08:29:14.00 12/09/22 14 126
76 102 29668.3 29682.3 22.951 08:29:04.00 12/09/22 14 124
76 101 29689.1 29687.4 -2.787 08:28:55.00 12/09/22 14 122
76 100 29687 29704.6 28.852 08:28:45.00 12/09/22 14 120
75 109 29701.4 29710.6 15.082 08:27:34.00 12/09/22 13 118
75 108 29706.4 29708 2.623 08:27:24.00 12/09/22 13 116
75 107 29697.2 29704.9 12.623 08:27:14.00 12/09/22 13 114
75 106 29703.3 29702.6 -1.148 08:27:04.00 12/09/22 13 112
75 105 29695.5 29699.1 5.902 08:26:54.00 12/09/22 13 110
75 104 29690.5 29692.6 3.443 08:26:44.00 12/09/22 13 108
75 103 29678.8 29686.7 12.951 08:26:33.00 12/09/22 13 106
75 102 29667.9 29684.6 27.377 08:26:23.00 12/09/22 13 104
75 101 29682.3 29692.3 16.393 08:26:13.00 12/09/22 13 102
75 100 29718 29706.4 -19.016 08:26:02.00 12/09/22 13 100
74 109 29701.5 29709.5 13.115 08:25:38.00 12/09/22 12 98
74 108 29702.5 29707.8 8.689 08:25:22.00 12/09/22 12 96
74 107 29700.9 29705.5 7.541 08:25:10.00 12/09/22 12 94
74 106 29700.7 29703.9 5.246 08:24:58.00 12/09/22 12 92
74 105 29696.3 29700.6 7.049 08:24:48.00 12/09/22 12 90
74 104 29689.8 29694.6 7.869 08:24:36.00 12/09/22 12 88
74 103 29678.2 29688.8 17.377 08:24:26.00 12/09/22 12 86
74 102 29669.7 29686.8 28.033 08:24:16.00 12/09/22 12 84
74 101 29686 29694.8 14.426 08:24:05.00 12/09/22 12 82
74 100 29704 29710.6 10.82 08:23:54.00 12/09/22 12 80
73 109 29711.6 29708.1 -5.738 08:22:16.00 12/09/22 11 78
73 108 29711.9 29706.6 -8.689 08:22:06.00 12/09/22 11 76
73 107 29711.4 29705.7 -9.344 08:21:55.00 12/09/22 11 74
73 106 29713.2 29705.1 -13.279 08:21:44.00 12/09/22 11 72
73 105 29707.2 29702.3 -8.033 08:21:32.00 12/09/22 11 70
73 104 29692.2 29696.2 6.557 08:21:22.00 12/09/22 11 68
73 103 29680.7 29690.3 15.738 08:21:12.00 12/09/22 11 66
73 102 29686.3 29692.5 10.164 08:21:00.00 12/09/22 11 64
73 101 29712.9 29701.8 -18.197 08:20:48.00 12/09/22 11 62
73 100 29706.2 29713.5 11.967 08:20:38.00 12/09/22 11 60
72 109 29719.7 29708 -19.18 08:20:14.00 12/09/22 10 58
72 108 29707.3 29707 -0.492 08:20:01.00 12/09/22 10 56
72 107 29703.3 29707 6.066 08:19:50.00 12/09/22 10 54
72 106 29708 29707.4 -0.984 08:19:39.00 12/09/22 10 52
72 105 29713.7 29704.8 -14.59 08:19:26.00 12/09/22 10 50
72 104 29708 29699.2 -14.426 08:19:16.00 12/09/22 10 48
72 103 29708.7 29693.7 -24.59 08:19:05.00 12/09/22 10 46
72 102 29699.5 29698.1 -2.295 08:18:52.00 12/09/22 10 44
72 101 29710.9 29706.7 -6.885 08:18:39.00 12/09/22 10 42
72 100 29714.3 29715 1.148 08:18:24.00 12/09/22 10 40
71 109 29709 29706.7 -3.77 08:17:26.00 12/09/22 9 38
71 108 29704.3 29706.9 4.262 08:17:15.00 12/09/22 9 36
71 107 29705.6 29707.6 3.279 08:17:03.00 12/09/22 9 34
71 106 29711.3 29708.3 -4.918 08:16:52.00 12/09/22 9 32
71 105 29709.5 29707.6 -3.115 08:16:41.00 12/09/22 9 30
71 104 29714.2 29702.1 -19.836 08:16:30.00 12/09/22 9 28
71 103 29707.2 29699.4 -12.787 08:16:19.00 12/09/22 9 26
71 102 29722.9 29704.4 -30.328 08:16:09.00 12/09/22 9 24
71 101 29721.9 29712.4 -15.574 08:15:59.00 12/09/22 9 22
71 100 29710 29717.9 12.951 08:15:49.00 12/09/22 9 20
70 109 29715.8 29706.5 -15.246 08:15:30.00 12/09/22 8 18
70 108 29735.9 29707 -47.377 08:15:20.00 12/09/22 8 16
70 107 29721.3 29708.6 -20.82 08:15:10.00 12/09/22 8 14
70 106 29742.1 29711.4 -50.328 08:15:00.00 12/09/22 8 12
70 105 29710.6 29711.6 1.639 08:14:51.00 12/09/22 8 10
70 104 29722.4 29706.2 -26.557 08:14:39.00 12/09/22 8 8
70 103 29715.7 29707 -14.262 08:14:30.00 12/09/22 8 6
70 102 29733.6 29712.1 -35.246 08:14:17.00 12/09/22 8 4
70 101 29730 29716.8 -21.639 08:14:04.00 12/09/22 8 2
70 100 29740.1 29720.3 -32.459 08:13:52.00 12/09/22 8 0
159 109 29687.1 29685.8 -2.131 15:37:04.00 12/09/22 28 398
159 108 29688.6 29688.1 -0.82 15:36:46.00 12/09/22 28 396
159 107 29690.6 29690.5 -0.164 15:36:32.00 12/09/22 28 394
159 106 29692.6 29692.7 0.164 15:36:19.00 12/09/22 28 392
159 105 29694.1 29694.8 1.148 15:36:05.00 12/09/22 28 390
159 104 29698.1 29696.7 -2.295 15:35:52.00 12/09/22 28 388
159 103 29699.7 29696.6 -5.082 15:35:34.00 12/09/22 28 386
159 102 29700.4 29695.2 -8.525 15:35:13.00 12/09/22 28 384
159 101 29696.7 29691.5 -8.525 15:34:55.00 12/09/22 28 382
159 100 29685.1 29683.5 -2.623 15:34:35.00 12/09/22 28 380
158 109 29677.5 29677.7 0.328 15:33:58.00 12/09/22 27 378
158 108 29684.7 29682.3 -3.934 15:33:43.00 12/09/22 27 376
158 107 29692.3 29689.3 -4.918 15:33:32.00 12/09/22 27 374
158 106 29697.9 29694.7 -5.246 15:33:17.00 12/09/22 27 372
158 105 29702.4 29699.3 -5.082 15:33:01.00 12/09/22 27 370
158 104 29705.1 29700.4 -7.705 15:32:45.00 12/09/22 27 368
158 103 29705.2 29700.3 -8.033 15:32:32.00 12/09/22 27 366
158 102 29699.7 29696.7 -4.918 15:32:19.00 12/09/22 27 364
158 101 29688.9 29686.9 -3.279 15:32:05.00 12/09/22 27 362
158 100 29666.4 29671.5 8.361 15:31:49.00 12/09/22 27 360
157 109 29664 29668.1 6.721 15:31:04.00 12/09/22 26 358
157 108 29678.8 29677.8 -1.639 15:30:48.00 12/09/22 26 356
157 107 29695.3 29689.7 -9.18 15:30:33.00 12/09/22 26 354
157 106 29704.9 29697.7 -11.803 15:30:19.00 12/09/22 26 352
157 105 29709.8 29703.1 -10.984 15:30:05.00 12/09/22 26 350
157 104 29712.1 29705.4 -10.984 15:29:52.00 12/09/22 26 348
157 103 29712.2 29703.7 -13.934 15:29:39.00 12/09/22 26 346
157 102 29705.3 29697.5 -12.787 15:29:27.00 12/09/22 26 344
157 101 29686.7 29685.9 -1.311 15:29:11.00 12/09/22 26 342
157 100 29661.8 29668.3 10.656 15:28:51.00 12/09/22 26 340
156 109 29644 29652.5 13.934 15:28:17.00 12/09/22 25 338
156 108 29667.9 29667.3 -0.984 15:28:05.00 12/09/22 25 336
156 107 29692.7 29683.8 -14.59 15:27:52.00 12/09/22 25 334
156 106 29709.8 29697.4 -20.328 15:27:37.00 12/09/22 25 332
156 105 29718.1 29706.3 -19.344 15:27:22.00 12/09/22 25 330
156 104 29723.4 29710.7 -20.82 15:27:08.00 12/09/22 25 328
156 103 29720.5 29708.1 -20.328 15:26:52.00 12/09/22 25 326
156 102 29710.8 29699.5 -18.525 15:26:35.00 12/09/22 25 324
156 101 29691.1 29684.7 -10.492 15:26:20.00 12/09/22 25 322
156 100 29666.3 29669.6 5.41 15:26:07.00 12/09/22 25 320
155 109 29622.6 29638.3 25.738 15:25:14.00 12/09/22 24 318
155 108 29645.9 29653 11.639 15:24:57.00 12/09/22 24 316
155 107 29684.9 29676.2 -14.262 15:24:42.00 12/09/22 24 314
155 106 29709.9 29695.6 -23.443 15:24:28.00 12/09/22 24 312
155 105 29724.1 29706.9 -28.197 15:24:13.00 12/09/22 24 310
155 104 29728.5 29711.9 -27.213 15:23:57.00 12/09/22 24 308
155 103 29725.6 29708.6 -27.869 15:23:42.00 12/09/22 24 306
155 102 29712.4 29700.9 -18.852 15:23:26.00 12/09/22 24 304
155 101 29690.8 29684.5 -10.328 15:23:11.00 12/09/22 24 302
155 100 29666.4 29668.3 3.115 15:22:55.00 12/09/22 24 300
154 109 29597.5 29625.6 46.066 15:21:59.00 12/09/22 23 298
154 108 29619.2 29639.1 32.623 15:21:45.00 12/09/22 23 296
154 107 29666.5 29662.5 -6.557 15:21:31.00 12/09/22 23 294
154 106 29704.6 29689.3 -25.082 15:21:17.00 12/09/22 23 292
154 105 29724.2 29704.3 -32.623 15:21:02.00 12/09/22 23 290
154 104 29732.4 29711.3 -34.59 15:20:47.00 12/09/22 23 288
154 103 29725.7 29707.5 -29.836 15:20:34.00 12/09/22 23 286
154 102 29707.1 29695.8 -18.525 15:20:20.00 12/09/22 23 284
154 101 29685.1 29679.6 -9.016 15:20:06.00 12/09/22 23 282
154 100 29659.5 29663 5.738 15:19:51.00 12/09/22 23 280
153 109 29572.7 29612.8 65.738 15:18:52.00 12/09/22 22 278
153 108 29592.6 29625.9 54.59 15:18:37.00 12/09/22 22 276
153 107 29644.8 29653.7 14.59 15:18:22.00 12/09/22 22 274
153 106 29691.7 29680 -19.18 15:18:04.00 12/09/22 22 272
153 105 29719.6 29698 -35.41 15:17:47.00 12/09/22 22 270
153 104 29727.5 29705.9 -35.41 15:17:30.00 12/09/22 22 268
153 103 29718.6 29701.2 -28.525 15:17:14.00 12/09/22 22 266
153 102 29699.2 29689.1 -16.557 15:16:55.00 12/09/22 22 264
153 101 29674.8 29672.8 -3.279 15:16:41.00 12/09/22 22 262
153 100 29650.9 29656.5 9.18 15:16:28.00 12/09/22 22 260
152 109 29571.6 29609.4 61.967 15:15:58.00 12/09/22 21 258
152 108 29586.2 29617.4 51.148 15:15:41.00 12/09/22 21 256
152 107 29633.8 29644.2 17.049 15:15:22.00 12/09/22 21 254
152 106 29678.1 29669.9 -13.443 15:15:07.00 12/09/22 21 252
152 105 29705.4 29688.1 -28.361 15:14:49.00 12/09/22 21 250
152 104 29711 29694.6 -26.885 15:14:34.00 12/09/22 21 248
152 103 29703.4 29690.5 -21.148 15:14:19.00 12/09/22 21 246
152 102 29685 29678.9 -10 15:14:01.00 12/09/22 21 244
152 101 29662.7 29663.5 1.311 15:13:45.00 12/09/22 21 242
152 100 29641.7 29649.9 13.443 15:13:29.00 12/09/22 21 240
151 109 29588.6 29617.3 47.049 15:12:39.00 12/09/22 20 238
151 108 29604.4 29626.4 36.066 15:12:27.00 12/09/22 20 236
151 107 29638.8 29645.6 11.148 15:12:13.00 12/09/22 20 234
151 106 29674.3 29668.3 -9.836 15:11:59.00 12/09/22 20 232
151 105 29694.6 29682.4 -20 15:11:47.00 12/09/22 20 230
151 104 29695.2 29683.8 -18.689 15:11:34.00 12/09/22 20 228
151 103 29687.7 29679.4 -13.607 15:11:22.00 12/09/22 20 226
151 102 29672.2 29669.2 -4.918 15:11:10.00 12/09/22 20 224
151 101 29652.6 29655.5 4.754 15:10:58.00 12/09/22 20 222
151 100 29629.2 29640.8 19.016 15:10:46.00 12/09/22 20 220
150 109 29607 29627 32.787 15:09:47.00 12/09/22 19 218
150 108 29618.1 29632.2 23.115 15:09:35.00 12/09/22 19 216
150 107 29643.1 29644.3 1.967 15:09:20.00 12/09/22 19 214
150 106 29669 29663.5 -9.016 15:09:05.00 12/09/22 19 212
150 105 29683.9 29674.8 -14.918 15:08:46.00 12/09/22 19 210
150 104 29686.4 29678.2 -13.443 15:08:30.00 12/09/22 19 208
150 103 29681 29674.1 -11.311 15:08:11.00 12/09/22 19 206
150 102 29667.3 29664.8 -4.098 15:07:49.00 12/09/22 19 204
150 101 29646 29652.5 10.656 15:07:33.00 12/09/22 19 202
150 100 29626.1 29639.9 22.623 15:07:15.00 12/09/22 19 200
149 109 29624.2 29638.4 23.279 15:06:26.00 12/09/22 18 198
149 108 29629.6 29641.1 18.852 15:06:13.00 12/09/22 18 196
149 107 29647.4 29650.6 5.246 15:05:59.00 12/09/22 18 194
149 106 29665.8 29661.7 -6.721 15:05:40.00 12/09/22 18 192
149 105 29676.3 29669.9 -10.492 15:05:25.00 12/09/22 18 190
149 104 29679.4 29672.3 -11.639 15:05:12.00 12/09/22 18 188
149 103 29676.4 29670.6 -9.508 15:04:48.00 12/09/22 18 186
149 102 29661.3 29661.4 0.164 15:04:32.00 12/09/22 18 184
149 101 29636.1 29645.7 15.738 15:04:10.00 12/09/22 18 182
149 100 29622.2 29637.9 25.738 15:03:46.00 12/09/22 18 180
148 109 29639.6 29649.8 16.721 15:03:01.00 12/09/22 17 178
148 108 29640.6 29650.4 16.066 15:02:46.00 12/09/22 17 176
148 107 29649 29654.2 8.525 15:02:33.00 12/09/22 17 174
148 106 29659 29659.9 1.475 15:02:18.00 12/09/22 17 172
148 105 29665.4 29663.8 -2.623 15:02:05.00 12/09/22 17 170
148 104 29668.4 29665.2 -5.246 15:01:51.00 12/09/22 17 168
148 103 29667.5 29663.6 -6.393 15:01:35.00 12/09/22 17 166
148 102 29655.5 29652.7 -4.59 15:01:18.00 12/09/22 17 164
148 101 29629.1 29638.7 15.738 15:00:33.00 12/09/22 17 162
148 100 29618.5 29637 30.328 15:00:15.00 12/09/22 17 160
147 109 29655.3 29661 9.344 14:59:41.00 12/09/22 16 158
147 108 29651.4 29657.5 10 14:59:29.00 12/09/22 16 156
147 107 29653.4 29657.7 7.049 14:59:16.00 12/09/22 16 154
147 106 29655.8 29658.7 4.754 14:59:02.00 12/09/22 16 152
147 105 29657.1 29659.5 3.934 14:58:49.00 12/09/22 16 150
147 104 29659.6 29658.9 -1.148 14:58:37.00 12/09/22 16 148
147 103 29657 29656.8 -0.328 14:58:24.00 12/09/22 16 146
147 102 29647.5 29650 4.098 14:58:04.00 12/09/22 16 144
147 101 29632.5 29642.1 15.738 14:57:47.00 12/09/22 16 142
147 100 29625 29639.9 24.426 14:57:31.00 12/09/22 16 140
146 109 29666.6 29667.4 1.311 14:56:26.00 12/09/22 15 138
146 108 29661.9 29663.7 2.951 14:56:14.00 12/09/22 15 136
146 107 29659.7 29661.2 2.459 14:56:01.00 12/09/22 15 134
146 106 29656.3 29659.9 5.902 14:55:49.00 12/09/22 15 132
146 105 29654.7 29657.2 4.098 14:55:37.00 12/09/22 15 130
146 104 29653.8 29655.3 2.459 14:55:25.00 12/09/22 15 128
146 103 29650.8 29652.1 2.131 14:55:11.00 12/09/22 15 126
146 102 29643.6 29647.9 7.049 14:54:58.00 12/09/22 15 124
146 101 29636.4 29644 12.459 14:54:44.00 12/09/22 15 122
146 100 29631 29642.5 18.852 14:54:29.00 12/09/22 15 120
145 109 29674.9 29673.3 -2.623 14:53:56.00 12/09/22 14 118
145 108 29670.5 29669.2 -2.131 14:53:43.00 12/09/22 14 116
145 107 29664.7 29664.7 0 14:53:30.00 12/09/22 14 114
145 106 29658.7 29660.4 2.787 14:53:17.00 12/09/22 14 112
145 105 29653.8 29657.3 5.738 14:53:04.00 12/09/22 14 110
145 104 29649.5 29653.1 5.902 14:52:45.00 12/09/22 14 108
145 103 29645.3 29649.6 7.049 14:52:29.00 12/09/22 14 106
145 102 29640.6 29646.1 9.016 14:52:13.00 12/09/22 14 104
145 101 29636.7 29644.1 12.131 14:52:00.00 12/09/22 14 102
145 100 29635.6 29644.9 15.246 14:51:47.00 12/09/22 14 100
144 109 29680 29676.2 -6.23 14:51:03.00 12/09/22 13 98
144 108 29675.4 29671.8 -5.902 14:50:50.00 12/09/22 13 96
144 107 29668.7 29666.8 -3.115 14:50:38.00 12/09/22 13 94
144 106 29660.4 29661.8 2.295 14:50:25.00 12/09/22 13 92
144 105 29653.7 29656.3 4.262 14:50:12.00 12/09/22 13 90
144 104 29647 29651 6.557 14:49:58.00 12/09/22 13 88
144 103 29641.6 29647.5 9.672 14:49:44.00 12/09/22 13 86
144 102 29638.6 29645.5 11.311 14:49:30.00 12/09/22 13 84
144 101 29636.7 29644.8 13.279 14:49:15.00 12/09/22 13 82
144 100 29637.6 29646.9 15.246 14:49:01.00 12/09/22 13 80
143 109 29681.9 29677.9 -6.557 14:47:56.00 12/09/22 12 78
143 108 29677.7 29673.6 -6.721 14:47:43.00 12/09/22 12 76
143 107 29668.6 29666.9 -2.787 14:47:30.00 12/09/22 12 74
143 106 29659.9 29661.1 1.967 14:47:16.00 12/09/22 12 72
143 105 29653 29655.7 4.426 14:47:03.00 12/09/22 12 70
143 104 29646.5 29651.1 7.541 14:46:48.00 12/09/22 12 68
143 103 29640.5 29647.1 10.82 14:46:34.00 12/09/22 12 66
143 102 29637.9 29645.7 12.787 14:46:20.00 12/09/22 12 64
143 101 29637.8 29645.6 12.787 14:46:06.00 12/09/22 12 62
143 100 29639.7 29647.9 13.443 14:45:52.00 12/09/22 12 60
142 109 29680.5 29677 -5.738 14:45:10.00 12/09/22 11 58
142 108 29675.2 29672.5 -4.426 14:44:57.00 12/09/22 11 56
142 107 29667.3 29667.3 0 14:44:43.00 12/09/22 11 54
142 106 29658.4 29661.6 5.246 14:44:30.00 12/09/22 11 52
142 105 29652.2 29656.3 6.721 14:44:17.00 12/09/22 11 50
142 104 29646.8 29652 8.525 14:44:01.00 12/09/22 11 48
142 103 29642.4 29648.1 9.344 14:43:46.00 12/09/22 11 46
142 102 29638.2 29645.6 12.131 14:43:31.00 12/09/22 11 44
142 101 29637.9 29645.9 13.115 14:43:17.00 12/09/22 11 42
142 100 29641.6 29649.3 12.623 14:43:04.00 12/09/22 11 40
141 109 29675.9 29673.9 -3.279 14:42:15.00 12/09/22 10 38
141 108 29669.7 29669.7 0 14:42:00.00 12/09/22 10 36
141 107 29662.8 29664.9 3.443 14:41:44.00 12/09/22 10 34
141 106 29657.2 29659.8 4.262 14:41:31.00 12/09/22 10 32
141 105 29652.6 29656 5.574 14:41:17.00 12/09/22 10 30
141 104 29648.7 29652.5 6.23 14:41:03.00 12/09/22 10 28
141 103 29644.4 29649.1 7.705 14:40:48.00 12/09/22 10 26
141 102 29640.8 29647.1 10.328 14:40:35.00 12/09/22 10 24
141 101 29638.2 29646.8 14.098 14:40:23.00 12/09/22 10 22
141 100 29643.3 29651.6 13.607 14:40:11.00 12/09/22 10 20
140 109 29673.8 29673 -1.311 14:34:41.00 12/09/22 9 18
140 108 29667 29668.4 2.295 14:34:28.00 12/09/22 9 16
140 107 29661.1 29664.5 5.574 14:34:16.00 12/09/22 9 14
140 106 29657.2 29660.6 5.574 14:33:55.00 12/09/22 9 12
140 105 29653.9 29657 5.082 14:33:38.00 12/09/22 9 10
140 104 29651.1 29654.3 5.246 14:33:24.00 12/09/22 9 8
140 103 29646.1 29650.2 6.721 14:33:09.00 12/09/22 9 6
140 102 29640.2 29647 11.148 14:32:54.00 12/09/22 9 4
140 101 29636.5 29646.7 16.721 14:32:34.00 12/09/22 9 2
140 100 29639.5 29651.6 19.836 14:32:15.00 12/09/22 9 0
89 119 29742.5 29739.9 -4.262 10:52:25.00 12/12/22 79 1398
89 118 29739.2 29735.8 -5.574 10:52:02.00 12/12/22 79 1396
89 117 29731.5 29729.2 -3.77 10:51:38.00 12/12/22 79 1394
89 116 29719.3 29721.5 3.607 10:51:17.00 12/12/22 79 1392
89 115 29711.1 29716.2 8.361 10:50:57.00 12/12/22 79 1390
89 114 29709.6 29714.9 8.689 10:50:40.00 12/12/22 79 1388
89 113 29710.7 29714.3 5.902 10:50:20.00 12/12/22 79 1386
89 112 29715.4 29716.9 2.459 10:49:59.00 12/12/22 79 1384
89 111 29722.6 29720.2 -3.934 10:49:38.00 12/12/22 79 1382
89 110 29727.2 29721.9 -8.689 10:49:17.00 12/12/22 79 1380
88 119 29746.5 29742.5 -6.557 10:48:49.00 12/12/22 78 1378
88 118 29743.1 29738.6 -7.377 10:48:30.00 12/12/22 78 1376
88 117 29735.4 29733.2 -3.607 10:48:15.00 12/12/22 78 1374
88 116 29726.1 29726.8 1.148 10:48:00.00 12/12/22 78 1372
88 115 29718.4 29721.4 4.918 10:47:46.00 12/12/22 78 1370
88 114 29715.3 29718.3 4.918 10:47:28.00 12/12/22 78 1368
88 113 29715.1 29718.7 5.902 10:47:08.00 12/12/22 78 1366
88 112 29720.3 29720.4 0.164 10:46:46.00 12/12/22 78 1364
88 111 29724.9 29722.2 -4.426 10:46:30.00 12/12/22 78 1362
88 110 29726.9 29724.3 -4.262 10:46:19.00 12/12/22 78 1360
87 119 29748 29744.2 -6.23 10:45:38.00 12/12/22 77 1358
87 118 29745.4 29742 -5.574 10:45:25.00 12/12/22 77 1356
87 117 29738.1 29737 -1.803 10:45:13.00 12/12/22 77 1354
87 116 29736.5 29732.5 -6.557 10:44:57.00 12/12/22 77 1352
87 115 29728.1 29728.5 0.656 10:44:38.00 12/12/22 77 1350
87 114 29724.1 29725 1.475 10:44:25.00 12/12/22 77 1348
87 113 29723.9 29724.3 0.656 10:44:07.00 12/12/22 77 1346
87 112 29726.8 29726.1 -1.148 10:43:50.00 12/12/22 77 1344
87 111 29729.7 29726.5 -5.246 10:43:34.00 12/12/22 77 1342
87 110 29728 29726 -3.279 10:43:13.00 12/12/22 77 1340
86 119 29743.9 29743.2 -1.148 10:42:39.00 12/12/22 76 1338
86 118 29744 29741.7 -3.77 10:42:25.00 12/12/22 76 1336
86 117 29744 29741.2 -4.59 10:42:09.00 12/12/22 76 1334
86 116 29743.5 29739.2 -7.049 10:41:55.00 12/12/22 76 1332
86 115 29737.2 29735.5 -2.787 10:41:36.00 12/12/22 76 1330
86 114 29730.9 29731.7 1.311 10:41:14.00 12/12/22 76 1328
86 113 29730.8 29729.9 -1.475 10:40:58.00 12/12/22 76 1326
86 112 29732.3 29729.7 -4.262 10:40:41.00 12/12/22 76 1324
86 111 29732.4 29729 -5.574 10:40:32.00 12/12/22 76 1322
86 110 29724.9 29726.5 2.623 10:40:23.00 12/12/22 76 1320
85 119 29743.2 29744 1.311 10:39:51.00 12/12/22 75 1318
85 118 29744.7 29744.4 -0.492 10:39:42.00 12/12/22 75 1316
85 117 29747.8 29744.5 -5.41 10:39:33.00 12/12/22 75 1314
85 116 29745.5 29743.4 -3.443 10:39:24.00 12/12/22 75 1312
85 115 29742.6 29739.8 -4.59 10:39:14.00 12/12/22 75 1310
85 114 29737.1 29736.8 -0.492 10:39:04.00 12/12/22 75 1308
85 113 29735.5 29734.1 -2.295 10:38:55.00 12/12/22 75 1306
85 112 29734.3 29731.4 -4.754 10:38:46.00 12/12/22 75 1304
85 111 29731.5 29729 -4.098 10:38:36.00 12/12/22 75 1302
85 110 29725.9 29725 -1.475 10:38:27.00 12/12/22 75 1300
84 119 29741.3 29742.4 1.803 10:38:09.00 12/12/22 74 1298
84 118 29745.1 29744 -1.803 10:37:59.00 12/12/22 74 1296
84 117 29750.5 29745.1 -8.852 10:37:49.00 12/12/22 74 1294
84 116 29750.2 29745.2 -8.197 10:37:40.00 12/12/22 74 1292
84 115 29746.4 29742.8 -5.902 10:37:31.00 12/12/22 74 1290
84 114 29741.8 29739.1 -4.426 10:37:20.00 12/12/22 74 1288
84 113 29740.6 29737.3 -5.41 10:37:10.00 12/12/22 74 1286
84 112 29737.7 29734.4 -5.41 10:37:01.00 12/12/22 74 1284
84 111 29733.7 29730.8 -4.754 10:36:51.00 12/12/22 74 1282
84 110 29725.3 29726.5 1.967 10:36:42.00 12/12/22 74 1280
83 119 29740.4 29743 4.262 10:36:06.00 12/12/22 73 1278
83 118 29745.2 29745 -0.328 10:35:57.00 12/12/22 73 1276
83 117 29752.1 29746.8 -8.689 10:35:47.00 12/12/22 73 1274
83 116 29753.2 29747.4 -9.508 10:35:34.00 12/12/22 73 1272
83 115 29750.2 29745.4 -7.869 10:35:23.00 12/12/22 73 1270
83 114 29745 29741.7 -5.41 10:35:08.00 12/12/22 73 1268
83 113 29743.3 29739.3 -6.557 10:34:56.00 12/12/22 73 1266
83 112 29739.8 29736.2 -5.902 10:34:44.00 12/12/22 73 1264
83 111 29736.3 29731.4 -8.033 10:34:34.00 12/12/22 73 1262
83 110 29729.3 29727 -3.77 10:34:24.00 12/12/22 73 1260
82 119 29740.3 29743.6 5.41 10:34:03.00 12/12/22 72 1258
82 118 29744.9 29746.1 1.967 10:33:53.00 12/12/22 72 1256
82 117 29750.4 29747.6 -4.59 10:33:43.00 12/12/22 72 1254
82 116 29752.7 29748.4 -7.049 10:33:33.00 12/12/22 72 1252
82 115 29748.5 29745.9 -4.262 10:33:23.00 12/12/22 72 1250
82 114 29745 29742.7 -3.77 10:33:14.00 12/12/22 72 1248
82 113 29742.9 29739.8 -5.082 10:33:05.00 12/12/22 72 1246
82 112 29739.3 29736.1 -5.246 10:32:55.00 12/12/22 72 1244
82 111 29735.4 29732.5 -4.754 10:32:44.00 12/12/22 72 1242
82 110 29729.4 29727.2 -3.607 10:32:34.00 12/12/22 72 1240
81 119 29744.6 29747 3.934 10:32:03.00 12/12/22 71 1238
81 118 29747.7 29747.7 0 10:31:54.00 12/12/22 71 1236
81 117 29750.9 29748.8 -3.443 10:31:44.00 12/12/22 71 1234
81 116 29750.2 29748.4 -2.951 10:31:34.00 12/12/22 71 1232
81 115 29748.7 29746.1 -4.262 10:31:25.00 12/12/22 71 1230
81 114 29741.8 29741.5 -0.492 10:31:16.00 12/12/22 71 1228
81 113 29739.2 29738.7 -0.82 10:31:06.00 12/12/22 71 1226
81 112 29737 29734.6 -3.934 10:30:57.00 12/12/22 71 1224
81 111 29731.1 29729.8 -2.131 10:30:47.00 12/12/22 71 1222
81 110 29725.9 29726.5 0.984 10:30:37.00 12/12/22 71 1220
80 119 29750.2 29750 -0.328 10:30:16.00 12/12/22 70 1218
80 118 29751.9 29750.5 -2.295 10:30:07.00 12/12/22 70 1216
80 117 29752 29750.3 -2.787 10:29:55.00 12/12/22 70 1214
80 116 29751.2 29748.6 -4.262 10:29:46.00 12/12/22 70 1212
80 115 29746.4 29745 -2.295 10:29:36.00 12/12/22 70 1210
80 114 29741.5 29740.8 -1.148 10:29:27.00 12/12/22 70 1208
80 113 29736.9 29737.7 1.311 10:29:16.00 12/12/22 70 1206
80 112 29735.2 29733.9 -2.131 10:29:06.00 12/12/22 70 1204
80 111 29729.9 29730.1 0.328 10:28:57.00 12/12/22 70 1202
80 110 29725.1 29725.5 0.656 10:28:46.00 12/12/22 70 1200
79 119 29756.6 29753.6 -4.918 10:28:10.00 12/12/22 69 1198
